path,sha,branch,origin
/root/odoo19-s1-staging-deployment-20260728T144838Z/release/staging-source,4ed8ea5490bab01a0b64ae2c9171c44f6ba157c8,DETACHED,/root/odoo19-s1-staging-deployment-20260728T144838Z/release/restic-restore/root/odoo19-b1-resume-20260728T142328Z/release/codestra-odoo-addons.bundle
/root/openbao-n4-preflight,5f5e3583585081e450f945440a1fab503bfa8399,main,https://github.com/appolon1908-hue/Codestra-OpenBao.git
/root/platform-security-hardening-20260731T223600Z/middleware,c7a741f9eec4f3f8b800bda479fbff0340bfa2f0,agent/platform-security-hardening-v1,https://github.com/Codestra-SRL/codestra-middleware.git
/root/platform-security-hardening-20260731T223600Z/odoo-addons,4af7be28c7b35a1daf5df3cc76c6932686ead2c2,agent/platform-security-hardening-v1,https://github.com/Codestra-SRL/codestra-odoo-addons.git
/root/platform-security-hardening-20260731T223600Z/telephony-event-gateway,108962bd216a094d332647dd68191bde2f1e79c1,agent/platform-security-hardening-v1,https://github.com/Codestra-SRL/telephony-event-gateway.git
/root/pr-a-contract-reference,e66424249beb8d079ec64769f3dcccd0a1a502f5,agent/recording-security-exporter,https://github.com/Codestra-SRL/telephony-event-gateway.git
/root/pr-b-recording-middleware,a4d22d79df1631da7a0f9c0f861b3b6c6c1eacbc,feature/recording-api-storage-retention-v1,https://github.com/Codestra-SRL/codestra-middleware.git
/root/pr-c-odoo-recording,219d50d3b50c3d28ef7bf053617dad96ec69ce08,feature/vicidial-recording-reference-v1,https://github.com/Codestra-SRL/codestra-odoo-addons.git
/root/pr65-postmerge-failure-audit-20260731T184452Z,5ddf3a1015d003d50474cffda3ab48191bc74c6d,main,https://github.com/Codestra-SRL/codestra-middleware.git
/root/pr73-approved-merge-sim.7an9LZ/repo,7c72ea0d11680fc09ce8308657b7cb88b2a5c34d,main,https://github.com/Codestra-SRL/codestra-middleware.git
/root/reconciliation-20260828/Middleware,41dd970366a5b516892df717b7ac4209e74a577b,reconcile/server-runtime-v1,https://github.com/appolon1908-hue/Middleware-.git
/root/reconciliation-20260828/provisioning,a3b301192a35dd6acc5b081e55f4770a94e7d000,reconcile/server-provisioning-v1,https://github.com/appolon1908-hue/codestra-provisioning-service.git
/root/recording-three-pr-revalidation-20260731T125556Z/checkouts/pr-a,ae92b95240a5ff638837121bc2773545bfbf6fdc,DETACHED,https://github.com/Codestra-SRL/telephony-event-gateway.git
/root/recording-three-pr-revalidation-20260731T125556Z/checkouts/pr-b,a4d22d79df1631da7a0f9c0f861b3b6c6c1eacbc,DETACHED,https://github.com/Codestra-SRL/codestra-middleware.git
/root/recording-three-pr-revalidation-20260731T125556Z/checkouts/pr-c,219d50d3b50c3d28ef7bf053617dad96ec69ce08,DETACHED,https://github.com/Codestra-SRL/codestra-odoo-addons.git
/root/sdk-stage0-asyncapi,898dfc00f355c140c1b309537ee6adc9f2004743,feat/asyncapi-event-additions,https://github.com/appolon1908-hue/SDK-repository.git
/root/server-import-20260828/Middleware-server-import,85b7898456abd4bdd0928b80ea925cafd8ad0f4c,import/server-runtime-20260828,https://github.com/appolon1908-hue/Middleware-.git
/root/server-import-20260828/provisioning-server-import,3018e3a3862de0be6f1eff26197c60a555091a3d,import/server-provisioning-20260828,https://github.com/appolon1908-hue/codestra-provisioning-service.git
/root/stage6-blocker.t8jodg,7f7eca76ea4698bf1dfe306453c988bee9b6c2c3,release/stage6-stage8-runtime-certification-20260831,https://github.com/appolon1908-hue/Infustruction-repo.git
/root/stage6-middleware.ejVtHw,c720e529ea89f1f0d5d035d4ac12a1d5aa30ab62,main,https://github.com/appolon1908-hue/Middleware-.git
/root/stage6-odoo.5DFDUD,3eeb17f8b7efcd9bd90487e5e8e9888717f51138,main,https://github.com/appolon1908-hue/Odoo.git
/root/stage6-source-lock.3CqNmb,b71f922a8d878a47c5a41f6b1cf9e8b47f9fba68,release/stage6-staging-reconciliation-plan-v1,https://github.com/appolon1908-hue/Infustruction-repo.git
/root/stage6-source-remediation/Middleware-,c720e529ea89f1f0d5d035d4ac12a1d5aa30ab62,main,https://github.com/appolon1908-hue/Middleware-.git
/root/stage6-source-remediation/Odoo,3eeb17f8b7efcd9bd90487e5e8e9888717f51138,main,https://github.com/appolon1908-hue/Odoo.git
/root/telephony-event-gateway-release-cert,f2e59bc5d5ab1d493f60595b31ed766d15812363,agent/fix-exact-main-vex,https://github.com/Codestra-SRL/telephony-event-gateway.git
/root/telephony-server-a-remediation,2649610bae62cab9167ec026b92327e6845aaefd,agent/exact-main-production-release,https://github.com/Codestra-SRL/codestra-middleware.git
/root/telnexa-api-readiness,9c977e67dd8bd46b1d67fb8163d1900ba1c31163,agent/api-production-readiness-20260822,https://github.com/appolon1908-hue/telnexa.git
/root/trading-backend,ab7d8924a62fc48347aff4a365dd3861ddf43473,feat/beyvra-email-production,https://github.com/appolon1908-hue/trading-backend.git
/root/trading-frontend,b9b1338a1ddc9041996e6f3e8fe089fb8714acd0,feat/custodial-money-movement-ui,https://github.com/appolon1908-hue/trading-frontend.git
/root/vicidial-odoo-integration,UNRESOLVED,main,UNRESOLVED
/root/vicidial-production-readiness-v1,034f2e6a1365e572ba0a2d849e5853a9dcfe2993,fix/ami-san-only-hostname-validation,https://github.com/Codestra-SRL/telephony-event-gateway.git
/root/webrtc-6101-runtime-checkpoint-20260724-022958/agent-desktop,69073156dab9b346aa6c4a2f38be67fc109a5bdb,finish/agent-desktop-preproduction,UNRESOLVED
/root/webrtc-6101-runtime-checkpoint-20260724-022958/sip-provisioning,f558115fa14d575a6dac5f18cc46230a1582cc94,integration/durable-state-final,UNRESOLVED
/root/work-pr-fixes/Keycloak-19,82a3be32c4479e46821279036ba237756995a4c1,feat/keycloak-machine-identities,https://github.com/appolon1908-hue/Keycloak.git
/root/work-pr-fixes/Middleware-13,f39b90957f0b83eb7ebd6224ec481823713172d8,feat/identity-account-events-v1,https://github.com/appolon1908-hue/Middleware-.git
/root/work-pr-fixes/Moneybee-Backend-30,8b2aa4914eb2ebf55d5e539d815253d73f5835dd,claude/system-review-architecture-8vo66p,https://github.com/appolon1908-hue/Moneybee-Backend.git
/root/work-pr-fixes/N8N-13,76003c3c5cffb3a71cefbeae51b15a2e6a72d714,dependabot/github_actions/actions/checkout-7.0.1,https://github.com/appolon1908-hue/N8N.git
/root/work-pr-fixes/Vicidial-4,bb689d8847ea98eeb15dd27a37c85ea7741ce84d,codex/vicidial-production-completion,https://github.com/appolon1908-hue/Vicidialer-Codestra.git
/root/work-pr-fixes/platform,d9eeef73e12b95a8b7ef6a406fc897c4417a4da5,refactor/extract-kong-source-authority-20260826,https://github.com/appolon1908-hue/codestra-production-platform.git
/root/work-pr-fixes/scrapper,2b13b7f30bb8eec1034f28e509cee534086c6edc,dependabot/npm_and_yarn/development-dependencies-7261239e21,https://github.com/appolon1908-hue/scrapper.git
/srv/caddy-controller,21da2270d06d2fd17e3c74a6842c515666fbf3d8,feat/import-live-caddy,https://github.com/appolon1908-hue/Caddy.git
/srv/codestra-keycloak/repository,UNRESOLVED,UNRESOLVED,UNRESOLVED
/srv/codestra-odoo/repository,UNRESOLVED,UNRESOLVED,UNRESOLVED
/srv/codex-workspaces/codestra-production-platform-pr114,e85ca3ada701aead65f0e713955548575974d92b,feature/odoo19-crm-call-followup-final-20260826,https://github.com/appolon1908-hue/codestra-production-platform.git
/srv/codex-workspaces/klyrow-Website-,b38d945ec53cf967c75d25b53e932f2c2276d433,refactor/modular-website-architecture,https://github.com/appolon1908-hue/klyrow-Website-.git
/srv/codex-workspaces/klyrow.com,f953003693d0d6e0e40bb8f4e28b50199382feb4,feat/klyrow-auth-theme-ui,https://github.com/appolon1908-hue/klyrow.com.git
